randomseed,drone_no,t,delta_des,delta_l,delta_f2,delta_f3,delta_obs..1.,delta_obs..2.,delta_obs..3.,delta_wall
461,1,461,0.914359593,0.005565237,0.008001103,0.072074067,0,0,0,0
462,1,462,0.91477674,0.005707278,0.007799444,0.071716538,0,0,0,0
463,1,463,0.914957735,0.005670064,0.007713733,0.071658469,0,0,0,0
464,1,464,0.915503394,0.004726401,0.00684834,0.072921865,0,0,0,0
465,1,465,0.919521267,0.004910574,0.00768025,0.067887909,0,0,0,0
466,1,466,0.916999325,0.005380337,0.007384598,0.070235739,0,0,0,0
467,1,467,0.919256282,0.005005179,0.007544565,0.068193974,0,0,0,0
468,1,468,0.9168649,0.005423817,0.007497664,0.070213619,0,0,0,0
469,1,469,0.92018292,0.004085396,0.007426139,0.068305546,0,0,0,0
470,1,470,0.913697515,0.006014783,0.007280923,0.073006779,0,0,0,0
471,1,471,0.918055234,0.005006058,0.007125767,0.069812941,0,0,0,0
472,1,472,0.920219177,0.005602315,0.006693727,0.067484782,0,0,0,0
473,1,473,0.918404983,0.005685285,0.006567258,0.069342474,0,0,0,0
474,1,474,0.92089901,0.004382214,0.006541577,0.068177199,0,0,0,0
475,1,475,0.918569251,0.005698603,0.006448612,0.069283535,0,0,0,0
476,1,476,0.913720373,0.006341287,0.005833035,0.074105305,0,0,0,0
477,1,477,0.916441721,0.005337849,0.005958674,0.072261755,0,0,0,0
478,1,478,0.915366166,0.004829287,0.006380339,0.073424207,0,0,0,0
479,1,479,0.91761441,0.004299072,0.006091758,0.07199476,0,0,0,0
480,1,480,0.913846071,0.006138482,0.006161032,0.073854415,0,0,0,0
481,1,481,0.920023571,0.005656355,0.006400352,0.067919722,0,0,0,0
482,1,482,0.919125283,0.005388999,0.005991036,0.069494682,0,0,0,0
483,1,483,0.917791714,0.005156004,0.006572344,0.070479938,0,0,0,0
484,1,484,0.919306557,0.004037453,0.006292655,0.070363335,0,0,0,0
485,1,485,0.915799954,0.006487528,0.006343541,0.071368977,0,0,0,0
486,1,486,0.918661912,0.005234832,0.00592352,0.070179736,0,0,0,0
487,1,487,0.919326279,0.004965365,0.00596225,0.069746105,0,0,0,0
488,1,488,0.919318719,0.005785322,0.006804164,0.068091795,0,0,0,0
489,1,489,0.918861956,0.005982644,0.006012141,0.069143259,0,0,0,0
490,1,490,0.922046521,0.004525004,0.006422282,0.067006192,0,0,0,0
491,1,491,0.918874489,0.004825078,0.006126275,0.070174158,0,0,0,0
492,1,492,0.919408748,0.005696364,0.006288636,0.068606251,0,0,0,0
493,1,493,0.91991652,0.005071864,0.005887271,0.069124344,0,0,0,0
494,1,494,0.9241147,0.003282892,0.005883499,0.066718909,0,0,0,0
495,1,495,0.913305368,0.005863506,0.005995115,0.074836011,0,0,0,0
496,1,496,0.91854849,0.005010227,0.006071643,0.070369641,0,0,0,0
497,1,497,0.920953493,0.004164937,0.006207908,0.068673662,0,0,0,0
498,1,498,0.918701212,0.005677916,0.006210854,0.069410018,0,0,0,0
499,1,499,0.919453429,0.004291181,0.006398812,0.069856578,0,0,0,0
500,1,500,0.915569028,0.004728479,0.007090207,0.072612286,0,0,0,0
501,1,501,0.918281616,0.003794772,0.007232059,0.070691553,0,0,0,0
502,1,502,0.919688515,0.005110616,0.006133896,0.069066972,0,0,0,0
503,1,503,0.919417431,0.004888423,0.006003632,0.069690514,0,0,0,0
504,1,504,0.921206524,0.0042932,0.006250867,0.068249408,0,0,0,0
505,1,505,0.914159595,0.005038887,0.006083368,0.074718149,0,0,0,0
506,1,506,0.921028165,0.003962348,0.006215712,0.068793774,0,0,0,0
507,1,507,0.921143077,0.00428181,0.005994165,0.068580948,0,0,0,0
508,1,508,0.922592859,0.004548037,0.006194885,0.066664219,0,0,0,0
509,1,509,0.918588188,0.005186592,0.006506457,0.069718763,0,0,0,0
510,1,510,0.925419323,0.005205897,0.00642857,0.06294621,0,0,0,0
511,1,511,0.924766553,0.005611848,0.005924656,0.063696943,0,0,0,0
512,1,512,0.922762987,0.003964165,0.006187516,0.067085332,0,0,0,0
513,1,513,0.920924298,0.004614529,0.005933886,0.068527287,0,0,0,0
514,1,514,0.918143778,0.00502868,0.006030389,0.070797153,0,0,0,0
515,1,515,0.919772977,0.003080146,0.005848524,0.071298352,0,0,0,0
516,1,516,0.918438367,0.005414248,0.005749721,0.070397663,0,0,0,0
517,1,517,0.922414116,0.003500333,0.005887901,0.06819765,0,0,0,0
518,1,518,0.917979351,0.005102364,0.005463053,0.071455232,0,0,0,0
519,1,519,0.92193092,0.004879028,0.00603301,0.067157042,0,0,0,0
520,1,520,0.924848311,0.00345951,0.005201248,0.066490931,0,0,0,0
521,1,521,0.921910593,0.005195638,0.005770308,0.067123461,0,0,0,0
522,1,522,0.922266622,0.004010158,0.00562341,0.06809981,0,0,0,0
523,1,523,0.91811638,0.004039651,0.005670336,0.072173634,0,0,0,0
524,1,524,0.918587996,0.00518591,0.005930938,0.070295155,0,0,0,0
525,1,525,0.919936891,0.004776865,0.005766949,0.069519295,0,0,0,0
526,1,526,0.919616988,0.004947756,0.0064981,0.068937156,0,0,0,0
527,1,527,0.923719234,0.004167666,0.006298348,0.065814752,0,0,0,0
528,1,528,0.918363948,0.005290844,0.005868507,0.070476701,0,0,0,0
529,1,529,0.918630999,0.004533542,0.005840738,0.070994721,0,0,0,0
530,1,530,0.921879516,0.003171515,0.006117315,0.068831654,0,0,0,0
531,1,531,0.918203115,0.004743868,0.005726383,0.071326634,0,0,0,0
532,1,532,0.915931851,0.003649384,0.005569546,0.074849219,0,0,0,0
533,1,533,0.916711005,0.005137582,0.006134898,0.072016515,0,0,0,0
534,1,534,0.924126314,0.003783909,0.006379677,0.065710101,0,0,0,0
535,1,535,0.915454443,0.004478403,0.005842889,0.074224265,0,0,0,0
536,1,536,0.918973357,0.005088816,0.005965511,0.069972316,0,0,0,0
537,1,537,0.919132144,0.00468511,0.005423913,0.070758833,0,0,0,0
538,1,538,0.918545934,0.004248324,0.005525934,0.071679808,0,0,0,0
539,1,539,0.921715884,0.004357919,0.005781028,0.068145169,0,0,0,0
540,1,540,0.920228316,0.005495961,0.006185741,0.068089982,0,0,0,0
541,1,541,0.920594127,0.005121974,0.006099705,0.068184195,0,0,0,0
542,1,542,0.927080096,0.004448951,0.006436377,0.062034576,0,0,0,0
543,1,543,0.926076984,0.004463527,0.006764696,0.062694793,0,0,0,0
544,1,544,0.92634639,0.004087339,0.005956684,0.063609587,0,0,0,0
545,1,545,0.922406069,0.003964221,0.006185224,0.067444487,0,0,0,0
546,1,546,0.923264317,0.005038259,0.006430751,0.065266673,0,0,0,0
547,1,547,0.924589957,0.00266738,0.005901829,0.066840834,0,0,0,0
548,1,548,0.925575906,0.00557734,0.005959141,0.062887614,0,0,0,0
549,1,549,0.923944472,0.004164669,0.005468914,0.066421946,0,0,0,0
550,1,550,0.924994139,0.004353132,0.005980953,0.064671776,0,0,0,0
551,1,551,0.925197549,0.004274469,0.005792681,0.0647353,0,0,0,0
552,1,552,0.924034503,0.003222487,0.00615283,0.066590181,0,0,0,0
553,1,553,0.924277989,0.004920548,0.006665603,0.06413586,0,0,0,0
554,1,554,0.928803376,0.004076958,0.006669658,0.060450008,0,0,0,0
555,1,555,0.925330559,0.003874411,0.006560852,0.064234177,0,0,0,0
556,1,556,0.922560846,0.004828653,0.006234183,0.066376319,0,0,0,0
557,1,557,0.922746299,0.004471637,0.006571644,0.06621042,0,0,0,0
558,1,558,0.925350083,0.003854336,0.007201481,0.0635941,0,0,0,0
559,1,559,0.924052588,0.003056553,0.006702669,0.06618819,0,0,0,0
560,1,560,0.917804721,0.008059625,0.006399231,0.067736423,0,0,0,0
561,1,561,0.917104513,0.008252176,0.007069409,0.067573902,0,0,0,0
562,1,562,0.917031601,0.008057282,0.006643151,0.068267966,0,0,0,0
563,1,563,0.917184723,0.008556879,0.006729743,0.067528656,0,0,0,0
564,1,564,0.92338302,0.004460352,0.006361936,0.065794692,0,0,0,0
565,1,565,0.923238663,0.006465037,0.005791083,0.064505217,0,0,0,0
566,1,566,0.920554802,0.007304773,0.006223886,0.06591654,0,0,0,0
567,1,567,0.92407332,0.004153441,0.006334919,0.06543832,0,0,0,0
568,1,568,0.920483513,0.006648753,0.007418298,0.065449436,0,0,0,0
569,1,569,0.919136092,0.004966158,0.007850983,0.068046767,0,0,0,0
570,1,570,0.923595836,0.004717311,0.00782001,0.063866844,0,0,0,0
571,1,571,0.922693058,0.007961582,0.007576075,0.061769285,0,0,0,0
572,1,572,0.927428933,0.003338812,0.007184433,0.062047822,0,0,0,0
573,1,573,0.923720456,0.005511577,0.007178405,0.063589562,0,0,0,0
574,1,574,0.920784202,0.007596008,0.007010288,0.064609502,0,0,0,0
575,1,575,0.924899556,0.003332379,0.007287621,0.064480444,0,0,0,0
576,1,576,0.921342408,0.006937459,0.007847689,0.063872445,0,0,0,0
577,1,577,0.92285934,0.003161568,0.007520605,0.066458487,0,0,0,0
578,1,578,0.919127143,0.005599757,0.0080585,0.0672146,0,0,0,0
579,1,579,0.919133185,0.005878701,0.007522382,0.067465732,0,0,0,0
580,1,580,0.9208388,0.003359873,0.007663115,0.068138211,0,0,0,0
581,1,581,0.916948879,0.004476321,0.008157901,0.070416898,0,0,0,0
582,1,582,0.915706411,0.004224289,0.007291853,0.072777448,0,0,0,0
583,1,583,0.914872791,0.005443408,0.008144993,0.071538809,0,0,0,0
584,1,584,0.912798484,0.003926729,0.007733214,0.075541573,0,0,0,0
585,1,585,0.910653309,0.005243803,0.007535673,0.076567214,0,0,0,0
586,1,586,0.908916204,0.005658484,0.007066884,0.078358428,0,0,0,0
587,1,587,0.913962265,0.003546977,0.006800384,0.075690374,0,0,0,0
588,1,588,0.914083088,0.004620871,0.006724239,0.074571802,0,0,0,0
589,1,589,0.908939179,0.004739595,0.006318199,0.080003027,0,0,0,0
590,1,590,0.913267051,0.002813773,0.006450823,0.077468353,0,0,0,0
591,1,591,0.911870741,0.005675813,0.006635027,0.075818419,0,0,0,0
592,1,592,0.910130854,0.004270754,0.00634571,0.079252683,0,0,0,0
593,1,593,0.915311669,0.004061376,0.006068866,0.074558088,0,0,0,0
594,1,594,0.914868442,0.005729147,0.006015974,0.073386437,0,0,0,0
595,1,595,0.919555072,0.004678586,0.00620101,0.069565331,0,0,0,0
596,1,596,0.916379794,0.003967878,0.006172162,0.073480166,0,0,0,0
597,1,597,0.915381171,0.006070777,0.005906077,0.072641975,0,0,0,0
598,1,598,0.915600724,0.004047389,0.005451357,0.07490053,0,0,0,0
599,1,599,0.911666362,0.005806182,0.005510846,0.07701661,0,0,0,0
600,1,600,0.915357327,0.006066684,0.005165855,0.073410134,0,0,0,0
601,1,601,0.913807686,0.005050709,0.004539948,0.076601657,0,0,0,0
602,1,602,0.913535881,0.006505623,0.004766933,0.075191563,0,0,0,0
603,1,603,0.916900298,0.005061479,0.004747948,0.073282359,0,0,0,7.91E-06
604,1,604,0.917162564,0.005397505,0.004632757,0.072613491,0,0,0,1.94E-04
605,1,605,0.921235356,0.006552364,0.004603341,0.066142965,0,0,0,1.47E-03
606,1,606,0.924287279,0.004207561,0.004108903,0.062383169,0,0,0,0.005013088
607,1,607,0.92317668,0.00483532,0.003156913,0.057561572,0,0,0,0.011269515
608,1,608,0.913188064,0.003801437,0.003728763,0.056562503,0,0,0,0.022719232
609,1,609,0.885792841,0.003667262,0.002988739,0.063247464,0,0,0,0.044303694
610,1,610,0.837277011,0.009799103,0.003612307,0.073444481,0,0,0,0.075867098
611,1,611,0.784921235,0.00596563,0.00350965,0.089685681,0,0,0,0.115917804
612,1,612,0.746350961,0.0127308,0.005033292,0.100305378,0,0,0,0.135579568
613,1,613,0.744679847,0.00679651,0.007610674,0.104920202,0,0,0,0.135992767
614,1,614,0.74924544,0.007069687,0.01150492,0.11144981,0,0,0,0.120730143
615,1,615,0.748988651,0.006455903,0.012681524,0.111439093,0,0,0,0.12043483
616,1,616,0.748230693,0.005011886,0.0127785,0.109990944,0,0,0,0.123987977
617,1,617,0.760830764,0.002229006,0.014095522,0.115660339,0,0,0,0.107184369
618,1,618,0.762881254,0.002427681,0.014441329,0.114524169,0,0,0,0.105725566
619,1,619,0.758667786,0.008799985,0.014548155,0.119340833,0,0,0,0.098643241
620,1,620,0.773120491,0.009210239,0.013162264,0.118007388,0,0,0,0.086499619
621,1,621,0.773221043,0.008991959,0.011482352,0.118087415,0,0,0,0.088217231
622,1,622,0.789618203,0.012106843,0.006132588,0.10991384,0,0,0,0.082228527
623,1,623,0.808783257,0.010910452,0.005288348,0.101174691,0,0,0,0.073843252
624,1,624,0.81419819,0.010823442,0.013000199,0.091080485,0,0,0,0.070897684
625,1,625,0.825300715,0.011696568,0.018268558,0.077741703,0,0,0,0.066992456
626,1,626,0.82338412,0.010640515,0.018862408,0.073886281,0,0,0,0.073226676
627,1,627,0.801782045,0.01332574,0.012570537,0.079338779,0,0,0,0.0929829
628,1,628,0.763910088,0.014745989,0.003317556,0.09276626,0,0,0,0.125260107
629,1,629,0.715308459,0.018222762,0.009011627,0.103600174,0,0,0,0.153856978
630,1,630,0.684368278,0.018882408,0.009865675,0.124500743,0,0,0,0.162382896
631,1,631,0.656039465,0.017330029,0.009195166,0.137817066,0,0,0,0.179618275
632,1,632,0.631321419,0.017864244,0.008744753,0.151402104,0,0,0,0.190667481
633,1,633,0.616219894,0.016942505,0.006423045,0.165671178,0,0,0,0.194743378
634,1,634,0.615227427,0.014703067,0.004309613,0.185763832,0,0,0,0.179996062
635,1,635,0.599555557,0.015447618,0.003850295,0.184045697,0,0,0,0.197100832
636,1,636,0.595788403,0.014157945,0.002363674,0.196825257,0,0,0,0.190864721
637,1,637,0.594915543,0.00781192,0.002626991,0.196453985,0,0,0,0.198191561
638,1,638,0.593417361,0.004627248,9.13E-04,0.211368673,0,0,0,0.189673742
639,1,639,0.562250916,0.012633492,0.002737042,0.198031534,0,0,0,0.224347017
640,1,640,0.567575294,0.014029679,8.71E-04,0.212173343,0,0,0,0.20535038
641,1,641,0.564612083,0.014824798,8.19E-04,0.204599676,0,0,0,0.215144287
642,1,642,0.568381788,0.014360519,0.001842448,0.201801442,0,0,0,0.213613804
643,1,643,0.56701712,0.014978171,0.001166666,0.201742779,0,0,0,0.215095263
644,1,644,0.574584028,0.015566737,7.20E-04,0.198829331,0,0,0,0.21029949
645,1,645,0.574848596,0.015678216,0.001582175,0.198925949,0,0,0,0.208965064
646,1,646,0.570060846,0.014647095,0.001934642,0.192998394,0,0,0,0.220359023
647,1,647,0.568040797,0.010863834,9.33E-04,0.207819406,0,0,0,0.212342651
648,1,648,0.575881809,0.009869061,0.001228785,0.208514666,0,0,0,0.20450568
649,1,649,0.558177495,0.017379597,0.001739768,0.203187558,0,0,0,0.219515582
650,1,650,0.563269963,0.008832773,5.35E-04,0.228285055,0,0,0,0.199077535
651,1,651,0.556619686,0.013563883,0.001559943,0.23482127,0,0,0,0.193435218
652,1,652,0.557576063,0.001530953,0.001229633,0.227365837,0,0,0,0.212297514
653,1,653,0.551548273,0.00402863,0.001492091,0.25275583,0,0,0,0.190175176
654,1,654,0.536072132,0.016576522,0.001380912,0.257309089,0,0,0,0.188661345
655,1,655,0.527793578,0.020492171,0.001907483,0.259221446,0,0,0,0.190585322
656,1,656,0.523256572,0.021002052,0.001681033,0.245303966,0,0,0,0.208756377
657,1,657,0.528070556,0.014687361,0.002376982,0.277182759,0,0,0,0.177682342
658,1,658,0.52305216,0.010797484,0.004123958,0.25212046,0,0,0,0.209905938
659,1,659,0.512871521,0.016728853,0.002087897,0.269993664,0,0,0,0.198318064
660,1,660,0.518267999,0.005367931,0.002823163,0.27843275,0,0,0,0.195108157
661,1,661,0.516038035,0.010766742,0.001716625,0.271856395,0,0,0,0.199622202
662,1,662,0.525670747,0.003338635,0.002688035,0.265484982,0,0,0,0.202817602
663,1,663,0.515647462,0.017112543,0.009296232,0.252942691,0,0,0,0.205001073
664,1,664,0.545133992,0.00697339,0.007777951,0.240959975,0,0,0,0.199154692
665,1,665,0.557212459,0.002791954,0.008126093,0.236137786,0,0,0,0.195731708
666,1,666,0.556096848,0.004528224,0.013330362,0.227242217,0,0,0,0.198802349
667,1,667,0.570468152,0.004002232,0.013708638,0.226680925,0,0,0,0.185140052
668,1,668,0.568763472,0.00520581,0.01607081,0.228562663,0,0,0,0.181397245
669,1,669,0.579183774,0.006668554,0.019027918,0.224057208,0,0,0,0.171062547
670,1,670,0.582348586,0.008005447,0.028382929,0.201752081,0,0,0,0.179510957
671,1,671,0.581027981,0.008513689,0.033002445,0.20238156,0,0,0,0.175074326
672,1,672,0.578420086,0.01001825,0.04855218,0.191813728,0,0,0,0.171195756
673,1,673,0.58683564,0.012932287,0.057868261,0.184402398,0,0,0,0.157961414
674,1,674,0.588370517,0.013546404,0.071690612,0.179362155,0,0,0,0.147030312
675,1,675,0.589751874,0.01351783,0.067695627,0.188263294,0,0,0,0.140771375
676,1,676,0.598602227,0.013165386,0.066080348,0.191795735,0,0,0,0.130356305
677,1,677,0.586597719,0.015934109,0.070460205,0.19116068,0,0,0,0.135847288
678,1,678,0.570936629,0.017723159,0.079470844,0.178886703,0,0,0,0.152982665
679,1,679,0.567442097,0.016566994,0.090794015,0.178872057,0,0,0,0.146324838
680,1,680,0.556215289,0.018487424,0.106182267,0.173780239,0,0,0,0.145334781
681,1,681,0.546342804,0.019524706,0.113703802,0.175304485,0,0,0,0.145124203
682,1,682,0.527812625,0.022161855,0.116393198,0.169404525,0,0,0,0.164227797
683,1,683,0.51769852,0.023769345,0.130315092,0.168463642,0,0,0,0.159753401
684,1,684,0.512311215,0.024172901,0.12044591,0.172010746,0,0,0,0.171059228
685,1,685,0.488819792,0.031824447,0.120581939,0.168939904,0,0,0,0.189833918
686,1,686,0.483532926,0.025001702,0.090032784,0.195058226,0,0,0,0.206374362